
---------- Begin Simulation Statistics ----------
simSeconds                                   0.708216                       # Number of seconds simulated (Second)
simTicks                                 708216037000                       # Number of ticks simulated (Tick)
finalTick                                708216037000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   4198.28                       # Real time elapsed on the host (Second)
hostTickRate                                168692038                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    1705636                       # Number of bytes of host memory used (Byte)
simInsts                                   1656392069                       # Number of instructions simulated (Count)
simOps                                     1955770090                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   394541                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     465851                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                       708216038                       # Number of cpu cycles simulated (Cycle)
system.cpu0.cpi                              0.426606                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu0.ipc                              2.344082                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                     2039752704                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                    2160                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                    2024657852                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                 27045                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined            83984773                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined        227160288                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved                117                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples          707673583                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              2.861005                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             2.149041                       # Number of insts issued each cycle (Count)
system.cpu0.mmu.stage2_itb.flushedEntries            0                       # Number of entries that have been flushed from TLB (Count)
system.cpu0.mmu.stage2_itb.instAccesses             0                       # Inst accesses (Count)
system.cpu0.mmu.stage2_itb.hits                     0                       # Total TLB (inst and data) hits (Count)
system.cpu0.mmu.stage2_itb.misses                   0                       # Total TLB (inst and data) misses (Count)
system.cpu0.mmu.stage2_itb.accesses                 0                       # Total TLB (inst and data) accesses (Count)
system.cpu0.mmu.stage2_itb_walker.walks             0                       # Table walker walks requested (Count)
system.cpu0.mmu.stage2_itb_walker.requestOrigin_Requested::Data            0                       # Table walker requests started/completed, data/inst (Count)
system.cpu0.mmu.stage2_itb_walker.requestOrigin_Requested::Inst            0                       # Table walker requests started/completed, data/inst (Count)
system.cpu0.mmu.stage2_itb_walker.requestOrigin_Requested::total            0                       # Table walker requests started/completed, data/inst (Count)
system.cpu0.mmu.stage2_itb_walker.requestOrigin_Completed::Data            0                       # Table walker requests started/completed, data/inst (Count)
system.cpu0.mmu.stage2_itb_walker.requestOrigin_Completed::Inst            0                       # Table walker requests started/completed, data/inst (Count)
system.cpu0.mmu.stage2_itb_walker.requestOrigin_Completed::total            0                       # Table walker requests started/completed, data/inst (Count)
system.cpu0.mmu.stage2_itb_walker.requestOrigin::total            0                       # Table walker requests started/completed, data/inst (Count)
system.cpu0.mmu.stage2_itb_walker.power_state.pwrStateResidencyTicks::UNDEFINED 708216037000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.power_state.pwrStateResidencyTicks::ON 708216037000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.rename.squashCycles               4946904                       # Number of cycles rename is squashing (Cycle)
system.cpu0.rename.idleCycles               290243412                       # Number of cycles rename is idle (Cycle)
system.cpu0.rename.blockCycles               10029106                       # Number of cycles rename is blocking (Cycle)
system.cpu0.rename.serializeStallCycles      15294450                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu0.rename.runCycles                378875156                       # Number of cycles rename is running (Cycle)
system.cpu0.rename.unblockCycles              8284555                       # Number of cycles rename is unblocking (Cycle)
system.cpu0.rename.renamedInsts            2073153107                       # Number of instructions processed by rename (Count)
system.cpu0.rename.ROBFullEvents                   80                       # Number of times rename has blocked due to ROB full (Count)
system.cpu0.rename.IQFullEvents               3984020                       # Number of times rename has blocked due to IQ full (Count)
system.cpu0.rename.LQFullEvents                734358                       # Number of times rename has blocked due to LQ full (Count)
system.cpu0.rename.SQFullEvents               1284136                       # Number of times rename has blocked due to SQ full (Count)
system.cpu0.rename.renamedOperands         2474729011                       # Number of destination operands rename has renamed (Count)
system.cpu0.rename.lookups                 9350971555                       # Number of register rename lookups that rename has made (Count)
system.cpu0.rename.intLookups              2403323768                       # Number of integer rename lookups (Count)
system.cpu0.rename.vecLookups                44187870                       # Number of vector rename lookups (Count)
system.cpu0.rename.committedMaps           2341416076                       # Number of HB maps that are committed (Count)
system.cpu0.rename.undoneMaps               133312935                       # Number of HB maps that are undone due to squashing (Count)
system.cpu0.rename.serializing                 905297                       # count of serializing insts renamed (Count)
system.cpu0.rename.tempSerializing               2158                       # count of temporary serializing insts renamed (Count)
system.cpu0.rename.skidInsts                 23152093                       # count of insts added to the skid buffer (Count)
system.cpu0.rob.reads                      2612378535                       # The number of ROB reads (Count)
system.cpu0.rob.writes                     4099459961                       # The number of ROB writes (Count)
system.cpu0.thread_0.numInsts              1656392069                       # Number of Instructions committed (Count)
system.cpu0.thread_0.numOps                1955770090                       # Number of Ops committed (Count)
system.cpu0.thread_0.numMemRefs                     0                       # Number of Memory References (Count)
system.cpu0.workload.numSyscalls                 2025                       # Number of system calls (Count)
system.cpu1.numCycles                               0                       # Number of cpu cycles simulated (Cycle)
system.cpu1.cpi                                   nan                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu1.ipc                                   nan                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu1.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu1.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu1.numIssuedDist::samples                  0                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::mean                   nan                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::stdev                  nan                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::underflows               0                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::0                        0                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::1                        0                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::2                        0                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::3                        0                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::4                        0                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::5                        0                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::6                        0                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::7                        0                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::8                        0                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::overflows                0                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::min_value                0                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::max_value                0                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::total                    0                       # Number of insts issued each cycle (Count)
system.cpu1.statFuBusy::No_OpClass                  0                       # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::IntAlu                      0                       # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::IntMult                     0                       # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::IntDiv                      0                       # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatAdd                    0                       # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatCmp                    0                       # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatCvt                    0                       # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatMult                   0                       # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatMultAcc                0                       # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatDiv                    0                       # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatMisc                   0                       # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatSqrt                   0                       # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdAdd                     0                       # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdAddAcc                  0                       # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdAlu                     0                       # attempts to use FU when none available (Count)
